Sector,Partida
Maquinaria no eléctrica,'843231
Maquinaria no eléctrica,'843239
Maquinaria no eléctrica,'843241
Maquinaria no eléctrica,'843242
Maquinaria no eléctrica,'843280
Maquinaria no eléctrica,'843290
Maquinaria no eléctrica,'843311
Maquinaria no eléctrica,'843319
Maquinaria no eléctrica,'843320
Maquinaria no eléctrica,'843330
Maquinaria no eléctrica,'843340
Maquinaria no eléctrica,'843351
Maquinaria no eléctrica,'843352
Maquinaria no eléctrica,'843353
Maquinaria no eléctrica,'843359
Maquinaria no eléctrica,'843360
Maquinaria no eléctrica,'843390
Maquinaria no eléctrica,'843410
Maquinaria no eléctrica,'843420
Maquinaria no eléctrica,'843490
Maquinaria no eléctrica,'843510
Maquinaria no eléctrica,'843590
Maquinaria no eléctrica,'843610
Maquinaria no eléctrica,'843621
Maquinaria no eléctrica,'843629
Maquinaria no eléctrica,'843680
Maquinaria no eléctrica,'843691
Maquinaria no eléctrica,'843699
Maquinaria no eléctrica,'843710
Maquinaria no eléctrica,'843780
Maquinaria no eléctrica,'843790
Maquinaria no eléctrica,'843810
Maquinaria no eléctrica,'843820
Maquinaria no eléctrica,'843830
Maquinaria no eléctrica,'843840
Maquinaria no eléctrica,'843850
Maquinaria no eléctrica,'843860
Maquinaria no eléctrica,'843880
Maquinaria no eléctrica,'843890
Maquinaria no eléctrica,'843910
Maquinaria no eléctrica,'843920
Maquinaria no eléctrica,'843930
Maquinaria no eléctrica,'843991
Maquinaria no eléctrica,'843999
Maquinaria no eléctrica,'844010
Maquinaria no eléctrica,'844090
Maquinaria no eléctrica,'844110
Maquinaria no eléctrica,'844120
Maquinaria no eléctrica,'844130
Maquinaria no eléctrica,'844140
Maquinaria no eléctrica,'844180
Maquinaria no eléctrica,'844190
Maquinaria no eléctrica,'844230
Maquinaria no eléctrica,'844240
Maquinaria no eléctrica,'844250
Maquinaria no eléctrica,'844311
Maquinaria no eléctrica,'844312
Maquinaria no eléctrica,'844313
Maquinaria no eléctrica,'844314
Maquinaria no eléctrica,'844315
Maquinaria no eléctrica,'844316
Maquinaria no eléctrica,'844317
Maquinaria no eléctrica,'844319
Computadoras y telecomunicaciones,'844331
Computadoras y telecomunicaciones,'844332
Computadoras y telecomunicaciones,'844339
Maquinaria no eléctrica,'844391
Computadoras y telecomunicaciones,'844399
Maquinaria no eléctrica,'844400
Maquinaria no eléctrica,'844511
Maquinaria no eléctrica,'844512
Maquinaria no eléctrica,'844513
Maquinaria no eléctrica,'844519
Maquinaria no eléctrica,'844520
Maquinaria no eléctrica,'844530
Maquinaria no eléctrica,'844540
Maquinaria no eléctrica,'844590
Maquinaria no eléctrica,'844610
Maquinaria no eléctrica,'844621
Maquinaria no eléctrica,'844629
Maquinaria no eléctrica,'844630
Maquinaria no eléctrica,'844711
Maquinaria no eléctrica,'844712
Maquinaria no eléctrica,'844720
Maquinaria no eléctrica,'844790
Maquinaria no eléctrica,'844811
Maquinaria no eléctrica,'844819
Maquinaria no eléctrica,'844820
Maquinaria no eléctrica,'844831
Maquinaria no eléctrica,'844832
Maquinaria no eléctrica,'844833
Maquinaria no eléctrica,'844839
Maquinaria no eléctrica,'844842
Maquinaria no eléctrica,'844849
Maquinaria no eléctrica,'844851
Maquinaria no eléctrica,'844859
Maquinaria no eléctrica,'844900
Componentes electrónicos,'845011
Componentes electrónicos,'845012
Componentes electrónicos,'845019
Maquinaria no eléctrica,'845020
Maquinaria no eléctrica,'845090
Maquinaria no eléctrica,'845110
Componentes electrónicos,'845121
Maquinaria no eléctrica,'845129
Maquinaria no eléctrica,'845130
Maquinaria no eléctrica,'845140
Maquinaria no eléctrica,'845150
Maquinaria no eléctrica,'845180
Maquinaria no eléctrica,'845190
Maquinaria no eléctrica,'845210
Maquinaria no eléctrica,'845221
Maquinaria no eléctrica,'845229
Maquinaria no eléctrica,'845230
Maquinaria no eléctrica,'845290
Maquinaria no eléctrica,'845310
Maquinaria no eléctrica,'845320
Maquinaria no eléctrica,'845380
Maquinaria no eléctrica,'845390
Maquinaria no eléctrica,'845410
Maquinaria no eléctrica,'845420
Maquinaria no eléctrica,'845430
Maquinaria no eléctrica,'845490
Maquinaria no eléctrica,'845510
Maquinaria no eléctrica,'845521
Maquinaria no eléctrica,'845522
Maquinaria no eléctrica,'845530
Maquinaria no eléctrica,'845590
Maquinaria no eléctrica,'845611
Maquinaria no eléctrica,'845612
Maquinaria no eléctrica,'845620
Maquinaria no eléctrica,'845630
Maquinaria no eléctrica,'845640
Maquinaria no eléctrica,'845650
Maquinaria no eléctrica,'845690
Maquinaria no eléctrica,'845710
Maquinaria no eléctrica,'845720
Maquinaria no eléctrica,'845730
Maquinaria no eléctrica,'845811
Maquinaria no eléctrica,'845819
Maquinaria no eléctrica,'845891
Maquinaria no eléctrica,'845899
Maquinaria no eléctrica,'845910
Maquinaria no eléctrica,'845921
Maquinaria no eléctrica,'845929
Maquinaria no eléctrica,'845931
Maquinaria no eléctrica,'845939
Maquinaria no eléctrica,'845941
Maquinaria no eléctrica,'845949
Maquinaria no eléctrica,'845951
Maquinaria no eléctrica,'845959
Maquinaria no eléctrica,'845961
Maquinaria no eléctrica,'845969
Maquinaria no eléctrica,'845970
Maquinaria no eléctrica,'846012
Maquinaria no eléctrica,'846019
Maquinaria no eléctrica,'846022
Maquinaria no eléctrica,'846023
Maquinaria no eléctrica,'846024
Maquinaria no eléctrica,'846029
Maquinaria no eléctrica,'846031
Maquinaria no eléctrica,'846039
Maquinaria no eléctrica,'846040
Maquinaria no eléctrica,'846090
Maquinaria no eléctrica,'846120
Maquinaria no eléctrica,'846130
Maquinaria no eléctrica,'846140
Maquinaria no eléctrica,'846150
Maquinaria no eléctrica,'846190
Maquinaria no eléctrica,'846211
Maquinaria no eléctrica,'846219
Maquinaria no eléctrica,'846222
Maquinaria no eléctrica,'846223
Maquinaria no eléctrica,'846224
Maquinaria no eléctrica,'846225
Maquinaria no eléctrica,'846226
Maquinaria no eléctrica,'846229
Maquinaria no eléctrica,'846232
Maquinaria no eléctrica,'846233
Maquinaria no eléctrica,'846239
Maquinaria no eléctrica,'846242
Maquinaria no eléctrica,'846249
Maquinaria no eléctrica,'846251
Maquinaria no eléctrica,'846259
Maquinaria no eléctrica,'846261
Maquinaria no eléctrica,'846262
Maquinaria no eléctrica,'846263
Maquinaria no eléctrica,'846269
Maquinaria no eléctrica,'846290
Maquinaria no eléctrica,'846310
Maquinaria no eléctrica,'846320
Maquinaria no eléctrica,'846330
Maquinaria no eléctrica,'846390
Maquinaria no eléctrica,'846410
Maquinaria no eléctrica,'846420
Maquinaria no eléctrica,'846490
Maquinaria no eléctrica,'846510
Maquinaria no eléctrica,'846520
Maquinaria no eléctrica,'846591
Maquinaria no eléctrica,'846592
Maquinaria no eléctrica,'846593
Maquinaria no eléctrica,'846594
Maquinaria no eléctrica,'846595
Maquinaria no eléctrica,'846596
Maquinaria no eléctrica,'846599
Maquinaria no eléctrica,'846610
Maquinaria no eléctrica,'846620
Maquinaria no eléctrica,'846630
Maquinaria no eléctrica,'846691
Maquinaria no eléctrica,'846692
Maquinaria no eléctrica,'846693
Maquinaria no eléctrica,'846694
Maquinaria no eléctrica,'846711
Maquinaria no eléctrica,'846719
Componentes electrónicos,'846721
Componentes electrónicos,'846722
Componentes electrónicos,'846729
Maquinaria no eléctrica,'846781
Maquinaria no eléctrica,'846789
Maquinaria no eléctrica,'846791
Maquinaria no eléctrica,'846792
Maquinaria no eléctrica,'846799
Maquinaria no eléctrica,'846810
Maquinaria no eléctrica,'846820
Maquinaria no eléctrica,'846880
Maquinaria no eléctrica,'846890
Computadoras y telecomunicaciones,'847010
Computadoras y telecomunicaciones,'847021
Computadoras y telecomunicaciones,'847029
Computadoras y telecomunicaciones,'847030
Computadoras y telecomunicaciones,'847050
Computadoras y telecomunicaciones,'847090
Computadoras y telecomunicaciones,'847130
Computadoras y telecomunicaciones,'847141
Computadoras y telecomunicaciones,'847149
Computadoras y telecomunicaciones,'847150
Computadoras y telecomunicaciones,'847160
Computadoras y telecomunicaciones,'847170
Computadoras y telecomunicaciones,'847180
Computadoras y telecomunicaciones,'847190
Computadoras y telecomunicaciones,'847210
Computadoras y telecomunicaciones,'847230
Computadoras y telecomunicaciones,'847290
Computadoras y telecomunicaciones,'847321
Computadoras y telecomunicaciones,'847329
Computadoras y telecomunicaciones,'847330
Computadoras y telecomunicaciones,'847340
Computadoras y telecomunicaciones,'847350
Maquinaria no eléctrica,'847410
Maquinaria no eléctrica,'847420
Maquinaria no eléctrica,'847431
Maquinaria no eléctrica,'847432
Maquinaria no eléctrica,'847439
Maquinaria no eléctrica,'847480
Maquinaria no eléctrica,'847490
Maquinaria no eléctrica,'847510
Maquinaria no eléctrica,'847521
Maquinaria no eléctrica,'847529
Maquinaria no eléctrica,'847590
Maquinaria no eléctrica,'847621
Maquinaria no eléctrica,'847629
Maquinaria no eléctrica,'847681
Maquinaria no eléctrica,'847689
Maquinaria no eléctrica,'847690
Maquinaria no eléctrica,'847710
Maquinaria no eléctrica,'847720
Maquinaria no eléctrica,'847730
Maquinaria no eléctrica,'847740
Maquinaria no eléctrica,'847751
Maquinaria no eléctrica,'847759
Maquinaria no eléctrica,'847780
Maquinaria no eléctrica,'847790
Maquinaria no eléctrica,'847810
Maquinaria no eléctrica,'847890
Maquinaria no eléctrica,'847910
Maquinaria no eléctrica,'847920
Maquinaria no eléctrica,'847930
Maquinaria no eléctrica,'847940
Maquinaria no eléctrica,'847950
Maquinaria no eléctrica,'847960
Maquinaria no eléctrica,'847971
Maquinaria no eléctrica,'847979
Maquinaria no eléctrica,'847981
Maquinaria no eléctrica,'847982
Maquinaria no eléctrica,'847983
Maquinaria no eléctrica,'847989
Maquinaria no eléctrica,'847990
Maquinaria no eléctrica,'848010
Maquinaria no eléctrica,'848020
Maquinaria no eléctrica,'848030
Maquinaria no eléctrica,'848041
Maquinaria no eléctrica,'848049
Maquinaria no eléctrica,'848050
Maquinaria no eléctrica,'848060
Maquinaria no eléctrica,'848071
Maquinaria no eléctrica,'848079
Maquinaria no eléctrica,'848110
Maquinaria no eléctrica,'848120
Maquinaria no eléctrica,'848130
Maquinaria no eléctrica,'848140
Maquinaria no eléctrica,'848180
Maquinaria no eléctrica,'848190
Maquinaria no eléctrica,'848210
Maquinaria no eléctrica,'848220
Maquinaria no eléctrica,'848230
Maquinaria no eléctrica,'848240
Maquinaria no eléctrica,'848250
Maquinaria no eléctrica,'848280
Maquinaria no eléctrica,'848291
Maquinaria no eléctrica,'848299
Maquinaria no eléctrica,'848310
Maquinaria no eléctrica,'848320
Maquinaria no eléctrica,'848330
Maquinaria no eléctrica,'848340
Maquinaria no eléctrica,'848350
Maquinaria no eléctrica,'848360
Maquinaria no eléctrica,'848390
Maquinaria no eléctrica,'848410
Maquinaria no eléctrica,'848420
Maquinaria no eléctrica,'848490
Maquinaria no eléctrica,'848510
Maquinaria no eléctrica,'848520
Maquinaria no eléctrica,'848530
Maquinaria no eléctrica,'848580
Maquinaria no eléctrica,'848590
Maquinaria no eléctrica,'848610
Maquinaria no eléctrica,'848620
Maquinaria no eléctrica,'848630
Maquinaria no eléctrica,'848640
Maquinaria no eléctrica,'848690
Maquinaria no eléctrica,'848710
Maquinaria no eléctrica,'848790
Maquinaria no eléctrica,'850110
Maquinaria no eléctrica,'850120
Maquinaria no eléctrica,'850131
Maquinaria no eléctrica,'850132
Maquinaria no eléctrica,'850133
Maquinaria no eléctrica,'850134
Maquinaria no eléctrica,'850140
Maquinaria no eléctrica,'850151
Maquinaria no eléctrica,'850152
Maquinaria no eléctrica,'850153
Maquinaria no eléctrica,'850161
Maquinaria no eléctrica,'850162
Maquinaria no eléctrica,'850163
Maquinaria no eléctrica,'850164
Maquinaria no eléctrica,'850171
Maquinaria no eléctrica,'850172
Maquinaria no eléctrica,'850180
Maquinaria no eléctrica,'850211
Maquinaria no eléctrica,'850212
Maquinaria no eléctrica,'850213
Maquinaria no eléctrica,'850220
Maquinaria no eléctrica,'850231
Maquinaria no eléctrica,'850239
Maquinaria no eléctrica,'850240
Maquinaria no eléctrica,'850300
Componentes electrónicos,'850410
Componentes electrónicos,'850421
Componentes electrónicos,'850422
Componentes electrónicos,'850423
Componentes electrónicos,'850431
Componentes electrónicos,'850432
Componentes electrónicos,'850433
Componentes electrónicos,'850434
Componentes electrónicos,'850440
Componentes electrónicos,'850450
Componentes electrónicos,'850490
Componentes electrónicos,'850511
Componentes electrónicos,'850519
Componentes electrónicos,'850520
Componentes electrónicos,'850590
Componentes electrónicos,'850610
Componentes electrónicos,'850630
Componentes electrónicos,'850640
Componentes electrónicos,'850650
Componentes electrónicos,'850660
Componentes electrónicos,'850680
Componentes electrónicos,'850690
Componentes electrónicos,'850710
Componentes electrónicos,'850720
Componentes electrónicos,'850730
Componentes electrónicos,'850750
Componentes electrónicos,'850760
Componentes electrónicos,'850780
Componentes electrónicos,'850790
Maquinaria no eléctrica,'850811
Maquinaria no eléctrica,'850819
Maquinaria no eléctrica,'850860
Maquinaria no eléctrica,'850870
Componentes electrónicos,'850940
Componentes electrónicos,'850980
Componentes electrónicos,'850990
Componentes electrónicos,'851010
Componentes electrónicos,'851020
Componentes electrónicos,'851030
Componentes electrónicos,'851090
Componentes electrónicos,'851110
Componentes electrónicos,'851120
Componentes electrónicos,'851130
Componentes electrónicos,'851140
Componentes electrónicos,'851150
Componentes electrónicos,'851180
Componentes electrónicos,'851190
Componentes electrónicos,'851210
Componentes electrónicos,'851220
Componentes electrónicos,'851230
Componentes electrónicos,'851240
Componentes electrónicos,'851290
Manufactura miscelania,'851310
Manufactura miscelania,'851390
Maquinaria no eléctrica,'851411
Maquinaria no eléctrica,'851419
Maquinaria no eléctrica,'851420
Maquinaria no eléctrica,'851431
Maquinaria no eléctrica,'851432
Maquinaria no eléctrica,'851439
Maquinaria no eléctrica,'851440
Maquinaria no eléctrica,'851490
Maquinaria no eléctrica,'851511
Maquinaria no eléctrica,'851519
Maquinaria no eléctrica,'851521
Maquinaria no eléctrica,'851529
Maquinaria no eléctrica,'851531
Maquinaria no eléctrica,'851539
Maquinaria no eléctrica,'851580
Maquinaria no eléctrica,'851590
Componentes electrónicos,'851610
Componentes electrónicos,'851621
Componentes electrónicos,'851629
Componentes electrónicos,'851631
Componentes electrónicos,'851632
Componentes electrónicos,'851633
Componentes electrónicos,'851640
Componentes electrónicos,'851650
Componentes electrónicos,'851660
Componentes electrónicos,'851671
Componentes electrónicos,'851672
Componentes electrónicos,'851679
Componentes electrónicos,'851680
Componentes electrónicos,'851690
Computadoras y telecomunicaciones,'851711
Computadoras y telecomunicaciones,'851713
Computadoras y telecomunicaciones,'851714
Computadoras y telecomunicaciones,'851718
Computadoras y telecomunicaciones,'851761
Computadoras y telecomunicaciones,'851762
Computadoras y telecomunicaciones,'851769
Computadoras y telecomunicaciones,'851771
Computadoras y telecomunicaciones,'851779
Computadoras y telecomunicaciones,'851810
Computadoras y telecomunicaciones,'851821
Computadoras y telecomunicaciones,'851822
Computadoras y telecomunicaciones,'851829
Computadoras y telecomunicaciones,'851830
Computadoras y telecomunicaciones,'851840
Computadoras y telecomunicaciones,'851850
Computadoras y telecomunicaciones,'851890
Computadoras y telecomunicaciones,'851920
Computadoras y telecomunicaciones,'851930
Computadoras y telecomunicaciones,'851981
Computadoras y telecomunicaciones,'851989
Computadoras y telecomunicaciones,'852110
Computadoras y telecomunicaciones,'852190
Computadoras y telecomunicaciones,'852210
Computadoras y telecomunicaciones,'852290
Manufactura miscelania,'852321
Manufactura miscelania,'852329
Manufactura miscelania,'852341
Manufactura miscelania,'852349
Componentes electrónicos,'852351
Componentes electrónicos,'852352
Componentes electrónicos,'852359
Manufactura miscelania,'852380
Manufactura miscelania,'852411
Manufactura miscelania,'852412
Manufactura miscelania,'852419
Manufactura miscelania,'852491
Manufactura miscelania,'852492
Manufactura miscelania,'852499
Computadoras y telecomunicaciones,'852550
Computadoras y telecomunicaciones,'852560
Computadoras y telecomunicaciones,'852581
Computadoras y telecomunicaciones,'852582
Computadoras y telecomunicaciones,'852583
Computadoras y telecomunicaciones,'852589
Computadoras y telecomunicaciones,'852610
Computadoras y telecomunicaciones,'852691
Computadoras y telecomunicaciones,'852692
Computadoras y telecomunicaciones,'852712
Computadoras y telecomunicaciones,'852713
Computadoras y telecomunicaciones,'852719
Computadoras y telecomunicaciones,'852721
Computadoras y telecomunicaciones,'852729
Computadoras y telecomunicaciones,'852791
Computadoras y telecomunicaciones,'852792
Computadoras y telecomunicaciones,'852799
Computadoras y telecomunicaciones,'852842
Computadoras y telecomunicaciones,'852849
Computadoras y telecomunicaciones,'852852
Computadoras y telecomunicaciones,'852859
Computadoras y telecomunicaciones,'852862
Computadoras y telecomunicaciones,'852869
Computadoras y telecomunicaciones,'852871
Computadoras y telecomunicaciones,'852872
Computadoras y telecomunicaciones,'852873
Computadoras y telecomunicaciones,'852910
Computadoras y telecomunicaciones,'852990
Componentes electrónicos,'853010
Componentes electrónicos,'853080
Componentes electrónicos,'853090
Componentes electrónicos,'853110
Componentes electrónicos,'853120
Componentes electrónicos,'853180
Componentes electrónicos,'853190
Componentes electrónicos,'853210
Componentes electrónicos,'853221
Componentes electrónicos,'853222
Componentes electrónicos,'853223
Componentes electrónicos,'853224
Componentes electrónicos,'853225
Componentes electrónicos,'853229
Componentes electrónicos,'853230
Componentes electrónicos,'853290
Componentes electrónicos,'853310
Componentes electrónicos,'853321
Componentes electrónicos,'853329
Componentes electrónicos,'853331
Componentes electrónicos,'853339
Componentes electrónicos,'853340
Componentes electrónicos,'853390
Componentes electrónicos,'853400
Componentes electrónicos,'853510
Componentes electrónicos,'853521
Componentes electrónicos,'853529
Componentes electrónicos,'853530
Componentes electrónicos,'853540
Componentes electrónicos,'853590
Componentes electrónicos,'853610
Componentes electrónicos,'853620
Componentes electrónicos,'853630
Componentes electrónicos,'853641
Componentes electrónicos,'853649
Componentes electrónicos,'853650
Componentes electrónicos,'853661
Componentes electrónicos,'853669
Manufactura miscelania,'853670
Componentes electrónicos,'853690
Componentes electrónicos,'853710
Componentes electrónicos,'853720
Componentes electrónicos,'853810
Componentes electrónicos,'853890
Componentes electrónicos,'853910
Componentes electrónicos,'853921
Componentes electrónicos,'853922
Componentes electrónicos,'853929
Componentes electrónicos,'853931
Componentes electrónicos,'853932
Componentes electrónicos,'853939
Componentes electrónicos,'853941
Componentes electrónicos,'853949
Componentes electrónicos,'853951
Componentes electrónicos,'853952
Componentes electrónicos,'853990
Componentes electrónicos,'854011
Componentes electrónicos,'854012
Componentes electrónicos,'854020
Componentes electrónicos,'854040
Componentes electrónicos,'854060
Componentes electrónicos,'854071
Componentes electrónicos,'854079
Componentes electrónicos,'854081
Componentes electrónicos,'854089
Componentes electrónicos,'854091
Componentes electrónicos,'854099
Componentes electrónicos,'854110
Componentes electrónicos,'854121
Componentes electrónicos,'854129
Componentes electrónicos,'854130
Componentes electrónicos,'854141
Componentes electrónicos,'854142
Componentes electrónicos,'854143
Componentes electrónicos,'854149
Computadoras y telecomunicaciones,'854151
Computadoras y telecomunicaciones,'854159
Componentes electrónicos,'854160
Componentes electrónicos,'854190
Componentes electrónicos,'854231
Componentes electrónicos,'854232
Componentes electrónicos,'854233
Componentes electrónicos,'854239
Componentes electrónicos,'854290
Componentes electrónicos,'854310
Componentes electrónicos,'854320
Componentes electrónicos,'854330
Componentes electrónicos,'854340
Componentes electrónicos,'854370
Componentes electrónicos,'854390
Componentes electrónicos,'854411
Componentes electrónicos,'854419
Componentes electrónicos,'854420
Componentes electrónicos,'854430
Componentes electrónicos,'854442
Componentes electrónicos,'854449
Componentes electrónicos,'854460
Componentes electrónicos,'854470
Componentes electrónicos,'854511
Componentes electrónicos,'854519
Componentes electrónicos,'854520
Componentes electrónicos,'854590
Componentes electrónicos,'854610
Componentes electrónicos,'854620
Componentes electrónicos,'854690
Componentes electrónicos,'854710
Componentes electrónicos,'854720
Componentes electrónicos,'854790
Componentes electrónicos,'854800
Componentes electrónicos,'854911
Componentes electrónicos,'854912
Componentes electrónicos,'854913
Componentes electrónicos,'854914
Componentes electrónicos,'854919
Computadoras y telecomunicaciones,'854921
Computadoras y telecomunicaciones,'854929
Computadoras y telecomunicaciones,'854931
Computadoras y telecomunicaciones,'854939
Computadoras y telecomunicaciones,'854991
Computadoras y telecomunicaciones,'854999
Equipos de transporte,'860110
Equipos de transporte,'860120
Equipos de transporte,'860210
Equipos de transporte,'860290
Equipos de transporte,'860310
Equipos de transporte,'860390
Equipos de transporte,'860400
Equipos de transporte,'860500
Equipos de transporte,'860610
Equipos de transporte,'860630
Equipos de transporte,'860691
Equipos de transporte,'860692
Equipos de transporte,'860699
Equipos de transporte,'860711
Equipos de transporte,'860712
Equipos de transporte,'860719
Equipos de transporte,'860721
Equipos de transporte,'860729
Equipos de transporte,'860730
Equipos de transporte,'860791
Equipos de transporte,'860799
Equipos de transporte,'860800
Equipos de transporte,'860900
Maquinaria no eléctrica,'870110
Equipos de transporte,'870121
Equipos de transporte,'870122
Equipos de transporte,'870123
Equipos de transporte,'870124
Equipos de transporte,'870129
Maquinaria no eléctrica,'870130
Maquinaria no eléctrica,'870191
Maquinaria no eléctrica,'870192
Maquinaria no eléctrica,'870193
Maquinaria no eléctrica,'870194
Maquinaria no eléctrica,'870195
Equipos de transporte,'870210
Equipos de transporte,'870220
Equipos de transporte,'870230
Equipos de transporte,'870240
Equipos de transporte,'870290
Equipos de transporte,'870310
Equipos de transporte,'870321
Equipos de transporte,'870322
Equipos de transporte,'870323
Equipos de transporte,'870324
Equipos de transporte,'870331
Equipos de transporte,'870332
Equipos de transporte,'870333
Equipos de transporte,'870340
Equipos de transporte,'870350
Equipos de transporte,'870360
Equipos de transporte,'870370
Equipos de transporte,'870380
Equipos de transporte,'870390
Equipos de transporte,'870410
Equipos de transporte,'870421
Equipos de transporte,'870422
Equipos de transporte,'870423
Equipos de transporte,'870431
Equipos de transporte,'870432
Equipos de transporte,'870441
Equipos de transporte,'870442
Equipos de transporte,'870443
Equipos de transporte,'870451
Equipos de transporte,'870452
Equipos de transporte,'870460
Equipos de transporte,'870490
Equipos de transporte,'870510
Equipos de transporte,'870520
Equipos de transporte,'870530
Equipos de transporte,'870540
Equipos de transporte,'870590
Equipos de transporte,'870600
Equipos de transporte,'870710
Equipos de transporte,'870790
Equipos de transporte,'870810
Equipos de transporte,'870821
Equipos de transporte,'870822
Equipos de transporte,'870829
Equipos de transporte,'870830
Equipos de transporte,'870840
Equipos de transporte,'870850
Equipos de transporte,'870870
Equipos de transporte,'870880
Equipos de transporte,'870891
Equipos de transporte,'870892
Equipos de transporte,'870893
Equipos de transporte,'870894
Equipos de transporte,'870895
Equipos de transporte,'870899
Maquinaria no eléctrica,'870911
Maquinaria no eléctrica,'870919
Maquinaria no eléctrica,'870990
Manufactura miscelania,'871000
Equipos de transporte,'871110
Equipos de transporte,'871120
Equipos de transporte,'871130
Equipos de transporte,'871140
Equipos de transporte,'871150
Equipos de transporte,'871160
Equipos de transporte,'871190
Equipos de transporte,'871200
Equipos de transporte,'871310
Equipos de transporte,'871390
Equipos de transporte,'871410
Equipos de transporte,'871420
Equipos de transporte,'871491
Equipos de transporte,'871492
Equipos de transporte,'871493
Equipos de transporte,'871494
Equipos de transporte,'871495
Equipos de transporte,'871496
Equipos de transporte,'871499
Manufactura miscelania,'871500
Equipos de transporte,'871610
Equipos de transporte,'871620
Equipos de transporte,'871631
Equipos de transporte,'871639
Equipos de transporte,'871640
Equipos de transporte,'871680
Equipos de transporte,'871690
Equipos de transporte,'880100
Equipos de transporte,'880211
Equipos de transporte,'880212
Equipos de transporte,'880220
Equipos de transporte,'880230
Equipos de transporte,'880240
Equipos de transporte,'880260
Manufactura miscelania,'880400
Equipos de transporte,'880510
Equipos de transporte,'880521
Equipos de transporte,'880529
Equipos de transporte,'880610
Computadoras y telecomunicaciones,'880621
Computadoras y telecomunicaciones,'880622
Computadoras y telecomunicaciones,'880623
Computadoras y telecomunicaciones,'880624
Equipos de transporte,'880629
Computadoras y telecomunicaciones,'880691
Computadoras y telecomunicaciones,'880692
Computadoras y telecomunicaciones,'880693
Computadoras y telecomunicaciones,'880694
Equipos de transporte,'880699
Equipos de transporte,'880710
Equipos de transporte,'880720
Equipos de transporte,'880730
Equipos de transporte,'880790
Equipos de transporte,'890110
Equipos de transporte,'890120
Equipos de transporte,'890130
Equipos de transporte,'890190
Equipos de transporte,'890200
Equipos de transporte,'890311
Equipos de transporte,'890312
Equipos de transporte,'890319
Equipos de transporte,'890321
Equipos de transporte,'890322
Equipos de transporte,'890323
Equipos de transporte,'890331
Equipos de transporte,'890332
Equipos de transporte,'890333
Equipos de transporte,'890393
Equipos de transporte,'890399
Equipos de transporte,'890400
Equipos de transporte,'890510
Equipos de transporte,'890520
Equipos de transporte,'890590
Equipos de transporte,'890610
Equipos de transporte,'890690
Equipos de transporte,'890710
Equipos de transporte,'890790
Equipos de transporte,'890800
Manufactura miscelania,'900110
Manufactura miscelania,'900120
Manufactura miscelania,'900130
Manufactura miscelania,'900140
Manufactura miscelania,'900150
Manufactura miscelania,'900190
Manufactura miscelania,'900211
Manufactura miscelania,'900219
Manufactura miscelania,'900220
Manufactura miscelania,'900290
Manufactura miscelania,'900311
Manufactura miscelania,'900319
Manufactura miscelania,'900390
Manufactura miscelania,'900410
Manufactura miscelania,'900490
Manufactura miscelania,'900510
Manufactura miscelania,'900580
Manufactura miscelania,'900590
Manufactura miscelania,'900630
Manufactura miscelania,'900640
Manufactura miscelania,'900653
Manufactura miscelania,'900659
Manufactura miscelania,'900661
Manufactura miscelania,'900669
Manufactura miscelania,'900691
Manufactura miscelania,'900699
Manufactura miscelania,'900710
Manufactura miscelania,'900720
Manufactura miscelania,'900791
Manufactura miscelania,'900792
Manufactura miscelania,'900850
Manufactura miscelania,'900890
Manufactura miscelania,'901010
Manufactura miscelania,'901050
Manufactura miscelania,'901060
Manufactura miscelania,'901090
Manufactura miscelania,'901110
Manufactura miscelania,'901120
Manufactura miscelania,'901180
Manufactura miscelania,'901190
Manufactura miscelania,'901210
Manufactura miscelania,'901290
Manufactura miscelania,'901310
Manufactura miscelania,'901320
Manufactura miscelania,'901380
Manufactura miscelania,'901390
Manufactura miscelania,'901410
Manufactura miscelania,'901420
Manufactura miscelania,'901480
Manufactura miscelania,'901490
Manufactura miscelania,'901510
Manufactura miscelania,'901520
Manufactura miscelania,'901530
Manufactura miscelania,'901540
Manufactura miscelania,'901580
Manufactura miscelania,'901590
Manufactura miscelania,'901600
Manufactura miscelania,'901710
Manufactura miscelania,'901720
Manufactura miscelania,'901730
Manufactura miscelania,'901780
Manufactura miscelania,'901790
Componentes electrónicos,'901811
Componentes electrónicos,'901812
Componentes electrónicos,'901813
Componentes electrónicos,'901814
Componentes electrónicos,'901819
Componentes electrónicos,'901820
Manufactura miscelania,'901831
Manufactura miscelania,'901832
Manufactura miscelania,'901839
Manufactura miscelania,'901841
Manufactura miscelania,'901849
Manufactura miscelania,'901850
Manufactura miscelania,'901890
Manufactura miscelania,'901910
Manufactura miscelania,'901920
Manufactura miscelania,'902000
Manufactura miscelania,'902110
Manufactura miscelania,'902121
Manufactura miscelania,'902129
Manufactura miscelania,'902131
Manufactura miscelania,'902139
Manufactura miscelania,'902140
Manufactura miscelania,'902150
Manufactura miscelania,'902190
Componentes electrónicos,'902212
Componentes electrónicos,'902213
Componentes electrónicos,'902214
Componentes electrónicos,'902219
Componentes electrónicos,'902221
Componentes electrónicos,'902229
Componentes electrónicos,'902230
Componentes electrónicos,'902290
Manufactura miscelania,'902300
Manufactura miscelania,'902410
Manufactura miscelania,'902480
Manufactura miscelania,'902490
Manufactura miscelania,'902511
Manufactura miscelania,'902519
